success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,condition,first_question_page,response,stimulus,item_type,question_order,file_name
NA,34669,html-button-response,3,2.0.0,50910,plzgly86wcc,moral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
NA,9931,survey-likert,4,2.0.0,60843,plzgly86wcc,moral,nate,"{""manipulation_check_nate"":5,""manipulation_check_justin"":1}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
NA,60049,survey-likert,5,2.0.0,120898,plzgly86wcc,moral,nate,"{""nate-deep"":2,""nate-conflicted"":1,""nate-standards"":3,""nate-reservations"":4,""nate-far"":2,""nate-principles"":4,""nate-certain"":3,""nate-calm"":4,""nate-upset"":1}",NA,NA,"[5,0,6,1,3,4,2,7,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
NA,38658,survey-likert,6,2.0.0,159561,plzgly86wcc,moral,nate,"{""justin-far"":1,""justin-reservations"":4,""justin-standards"":5,""justin-deep"":4,""justin-upset"":1,""justin-principles"":5,""justin-certain"":1,""justin-conflicted"":5,""justin-calm"":5}",NA,NA,"[3,1,6,5,8,4,2,0,7]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
NA,76540,survey-text,7,null,236110,plzgly86wcc,moral,nate,"{""Q0"":""How we decide the morality of others based on their decisions and decisions making process"",""Q1"":""I relate more with Nate."",""Q2"":""I found him relatable because he took time to think his decision out."",""Q3"":""No""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/plzgly86wcc_1732230413577.csv
TRUE,6415,fullscreen,0,null,7422,pmr222x9lgx,immoral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
NA,15095,survey-html-form,1,2.0.0,22520,pmr222x9lgx,immoral,justin,"{""pid"":""lion"",""age"":""21"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
NA,12697,html-button-response,2,2.0.0,35219,pmr222x9lgx,immoral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
NA,48867,html-button-response,3,2.0.0,84086,pmr222x9lgx,immoral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
NA,38369,survey-likert,4,2.0.0,122457,pmr222x9lgx,immoral,justin,"{""manipulation_check_nate"":1,""manipulation_check_justin"":6}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
NA,223267,survey-likert,5,2.0.0,345723,pmr222x9lgx,immoral,justin,"{""justin-deep"":4,""justin-far"":1,""justin-conflicted"":4,""justin-certain"":2,""justin-principles"":2,""justin-standards"":2,""justin-reservations"":3,""justin-upset"":1,""justin-calm"":4}",NA,NA,"[5,3,0,2,4,6,1,8,7]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
NA,108500,survey-likert,6,2.0.0,454225,pmr222x9lgx,immoral,justin,"{""nate-certain"":0,""nate-principles"":2,""nate-conflicted"":0,""nate-calm"":6,""nate-standards"":2,""nate-deep"":6,""nate-far"":5,""nate-reservations"":6,""nate-upset"":0}",NA,NA,"[2,4,0,7,6,5,3,1,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
NA,167440,survey-text,7,null,621669,pmr222x9lgx,immoral,justin,"{""Q0"":""I think this experiment may have been about how humans judge the morality of others based on certain wording or actions."",""Q1"":""I related to Nate the most. "",""Q2"":""I found Nate relatable because I am sure there was an internal battle between needing the money and wanting to do a good act."",""Q3"":""No technical issues!""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pmr222x9lgx_1732222621372.csv
TRUE,629,fullscreen,0,null,1654,pn71u7zw1uk,immoral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
NA,4860,survey-html-form,1,2.0.0,6518,pn71u7zw1uk,immoral,nate,"{""pid"":""camel"",""age"":""23"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
NA,968,html-button-response,2,2.0.0,7489,pn71u7zw1uk,immoral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
NA,2227,html-button-response,3,2.0.0,9718,pn71u7zw1uk,immoral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
NA,6544,survey-likert,4,2.0.0,16266,pn71u7zw1uk,immoral,nate,"{""manipulation_check_justin"":6,""manipulation_check_nate"":0}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
NA,66182,survey-likert,5,2.0.0,82453,pn71u7zw1uk,immoral,nate,"{""nate-principles"":2,""nate-far"":2,""nate-conflicted"":1,""nate-certain"":5,""nate-reservations"":5,""nate-calm"":4,""nate-deep"":3,""nate-upset"":0,""nate-standards"":2}",NA,NA,"[4,3,0,2,1,7,5,8,6]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
NA,49091,survey-likert,6,2.0.0,131548,pn71u7zw1uk,immoral,nate,"{""justin-deep"":5,""justin-reservations"":0,""justin-standards"":5,""justin-certain"":0,""justin-upset"":2,""justin-calm"":4,""justin-conflicted"":6,""justin-far"":0,""justin-principles"":5}",NA,NA,"[5,1,6,2,8,7,0,3,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
NA,83242,survey-text,7,null,214797,pn71u7zw1uk,immoral,nate,"{""Q0"":""People who are perceived as acting on a moral decision are based upon their speed of action."",""Q1"":""Justin."",""Q2"":""He did the right thing without much of a second thought, and I think most people would try to do that."",""Q3"":""No.""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pn71u7zw1uk_1732238530340.csv
TRUE,1182,fullscreen,0,null,2199,po7ec71ra50,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
NA,11208,survey-html-form,1,2.0.0,13414,po7ec71ra50,moral,justin,"{""pid"":""A16486413"",""age"":""22"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
NA,1089,html-button-response,2,2.0.0,14507,po7ec71ra50,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
NA,1614,html-button-response,3,2.0.0,16124,po7ec71ra50,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
NA,6790,survey-likert,4,2.0.0,22917,po7ec71ra50,moral,justin,"{""manipulation_check_justin"":6,""manipulation_check_nate"":0}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
NA,47210,survey-likert,5,2.0.0,70133,po7ec71ra50,moral,justin,"{""justin-reservations"":0,""justin-standards"":6,""justin-principles"":6,""justin-far"":0,""justin-certain"":0,""justin-upset"":1,""justin-calm"":6,""justin-deep"":6,""justin-conflicted"":6}",NA,NA,"[1,6,4,3,2,8,7,5,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
NA,45600,survey-likert,6,2.0.0,115741,po7ec71ra50,moral,justin,"{""nate-far"":6,""nate-standards"":3,""nate-reservations"":3,""nate-principles"":3,""nate-certain"":6,""nate-calm"":3,""nate-deep"":4,""nate-conflicted"":0,""nate-upset"":3}",NA,NA,"[3,6,1,4,2,7,5,0,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
NA,13644,survey-text,7,null,129428,po7ec71ra50,moral,justin,"{""Q0"":""N/A"",""Q1"":""N/A""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/po7ec71ra50_1732219236195.csv
TRUE,2974,fullscreen,0,null,3987,pp8vzzm9gsp,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
NA,8702,survey-html-form,1,2.0.0,12693,pp8vzzm9gsp,moral,justin,"{""pid"":""penguin"",""age"":""19"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
NA,3142,html-button-response,2,2.0.0,15838,pp8vzzm9gsp,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
NA,17477,html-button-response,3,2.0.0,33317,pp8vzzm9gsp,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
NA,6560,survey-likert,4,2.0.0,39881,pp8vzzm9gsp,moral,justin,"{""manipulation_check_nate"":6,""manipulation_check_justin"":2}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
NA,61370,survey-likert,5,2.0.0,101255,pp8vzzm9gsp,moral,justin,"{""justin-principles"":5,""justin-upset"":6,""justin-reservations"":4,""justin-far"":3,""justin-certain"":2,""justin-standards"":4,""justin-deep"":4,""justin-calm"":5,""justin-conflicted"":4}",NA,NA,"[4,8,1,3,2,6,5,7,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
NA,30520,survey-likert,6,2.0.0,131779,pp8vzzm9gsp,moral,justin,"{""nate-calm"":6,""nate-certain"":0,""nate-standards"":5,""nate-conflicted"":0,""nate-far"":3,""nate-reservations"":5,""nate-deep"":6,""nate-principles"":5,""nate-upset"":5}",NA,NA,"[7,2,6,0,3,1,5,4,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
NA,46841,survey-text,7,null,178628,pp8vzzm9gsp,moral,justin,"{""Q0"":""How we see those who make the same decision but in different amounts of time."",""Q1"":""Probably Nate,"",""Q2"":""I take time to make decisions and think over things, good or bad.\n"",""Q3"":""""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pp8vzzm9gsp_1732222307670.csv
TRUE,2045,fullscreen,0,null,3052,ppembqoyonb,moral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
NA,8043,survey-html-form,1,2.0.0,11098,ppembqoyonb,moral,nate,"{""pid"":""gazelle"",""age"":""22"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
NA,16016,html-button-response,2,2.0.0,27116,ppembqoyonb,moral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
NA,67330,html-button-response,3,2.0.0,94447,ppembqoyonb,moral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
NA,13612,survey-likert,4,2.0.0,108062,ppembqoyonb,moral,nate,"{""manipulation_check_nate"":0,""manipulation_check_justin"":6}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
NA,97366,survey-likert,5,2.0.0,205430,ppembqoyonb,moral,nate,"{""nate-conflicted"":5,""nate-reservations"":4,""nate-deep"":1,""nate-far"":2,""nate-standards"":2,""nate-upset"":0,""nate-principles"":2,""nate-certain"":4,""nate-calm"":1}",NA,NA,"[0,1,5,3,6,8,4,2,7]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
NA,55013,survey-likert,6,2.0.0,260445,ppembqoyonb,moral,nate,"{""justin-principles"":6,""justin-deep"":6,""justin-calm"":6,""justin-standards"":6,""justin-reservations"":1,""justin-certain"":0,""justin-far"":5,""justin-upset"":0,""justin-conflicted"":0}",NA,NA,"[4,5,7,6,1,2,3,8,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
NA,29093,survey-text,7,null,289545,ppembqoyonb,moral,nate,"{""Q0"":""moral testing"",""Q1"":""Jusitn"",""Q2"":""I'll do the same thing"",""Q3"":""no""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppembqoyonb_1732481430755.csv
TRUE,972,fullscreen,0,null,1991,ppum649q6lo,immoral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
NA,11596,survey-html-form,1,2.0.0,13596,ppum649q6lo,immoral,nate,"{""pid"":""manatee"",""age"":""21"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
NA,7381,html-button-response,2,2.0.0,20981,ppum649q6lo,immoral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
NA,36384,html-button-response,3,2.0.0,57368,ppum649q6lo,immoral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
NA,12337,survey-likert,4,2.0.0,69710,ppum649q6lo,immoral,nate,"{""manipulation_check_justin"":6,""manipulation_check_nate"":2}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
NA,42686,survey-likert,5,2.0.0,112403,ppum649q6lo,immoral,nate,"{""nate-deep"":5,""nate-reservations"":4,""nate-calm"":4,""nate-upset"":2,""nate-standards"":2,""nate-conflicted"":4,""nate-far"":4,""nate-certain"":4,""nate-principles"":2}",NA,NA,"[5,1,7,8,6,0,3,2,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
NA,30522,survey-likert,6,2.0.0,142931,ppum649q6lo,immoral,nate,"{""justin-certain"":0,""justin-upset"":0,""justin-standards"":1,""justin-conflicted"":6,""justin-deep"":4,""justin-calm"":6,""justin-reservations"":0,""justin-far"":0,""justin-principles"":2}",NA,NA,"[2,8,6,0,5,7,1,3,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
NA,121081,survey-text,7,null,264026,ppum649q6lo,immoral,nate,"{""Q0"":""Testing our ability to judge character."",""Q1"":""Nate"",""Q2"":""Finding a wallet filled with several hundred dollars is a huge deal; that kind of money can finance rent or food for a month. The source of his anguish was likely that very fact - despite knowing what the morally correct decision was, he ultimately saw what he could do with the money and chose to pocket it."",""Q3"":""""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/ppum649q6lo_1732223181529.csv
TRUE,2808,fullscreen,0,null,3813,pq15qb1x71y,moral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
NA,9756,survey-html-form,1,2.0.0,13571,pq15qb1x71y,moral,nate,"{""pid"":""pelican"",""age"":""22"",""gender"":""Other""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
NA,18072,html-button-response,2,2.0.0,31645,pq15qb1x71y,moral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
NA,60816,html-button-response,3,2.0.0,92463,pq15qb1x71y,moral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
NA,8906,survey-likert,4,2.0.0,101371,pq15qb1x71y,moral,nate,"{""manipulation_check_nate"":6,""manipulation_check_justin"":0}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
NA,106087,survey-likert,5,2.0.0,207460,pq15qb1x71y,moral,nate,"{""nate-upset"":1,""nate-calm"":3,""nate-standards"":4,""nate-conflicted"":1,""nate-certain"":1,""nate-reservations"":4,""nate-far"":5,""nate-deep"":5,""nate-principles"":4}",NA,NA,"[8,7,6,0,2,1,3,5,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
NA,40000,survey-likert,6,2.0.0,247462,pq15qb1x71y,moral,nate,"{""justin-standards"":6,""justin-conflicted"":6,""justin-principles"":6,""justin-upset"":0,""justin-certain"":0,""justin-deep"":6,""justin-calm"":6,""justin-far"":1,""justin-reservations"":0}",NA,NA,"[6,0,4,8,2,5,7,3,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
NA,30590,survey-text,7,null,278064,pq15qb1x71y,moral,nate,"{""Q0"":""morality"",""Q1"":""nate"",""Q2"":""money"",""Q3"":""no""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq15qb1x71y_1732316823034.csv
TRUE,1380,fullscreen,0,null,2386,pq3tf3pnmhf,immoral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq3tf3pnmhf_1732222188071.csv
NA,7917,survey-html-form,1,2.0.0,10306,pq3tf3pnmhf,immoral,nate,"{""pid"":""hedgehog"",""age"":""21"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq3tf3pnmhf_1732222188071.csv
NA,4230,html-button-response,2,2.0.0,14539,pq3tf3pnmhf,immoral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pq3tf3pnmhf_1732222188071.csv
